patternType,pattern,toolType,examples,reasoning,pmid
term,R package [a-zA-Z]+ \(v \d+\.\d+\.\d+\),computational_tool,['R package vars (v 1.5.9)'],R package with version pattern for computational tool identification,PMID:29219400
naming_convention,[A-Z][a-zA-Z]+ apparatus|[A-Z][a-zA-Z]+ system,genetic_reagent,['NucliSens easyMAG apparatus'],Laboratory equipment naming convention with 'apparatus' or 'system',PMID:29219400
term,Dermatology Life Quality Index|DLQI,clinical_assessment_tool,['Dermatology Life Quality Index was given to subjects before and after the procedure'],"The DLQI is a widely used, validated dermatology-specific quality of life assessment tool that should be captured. It's commonly abbreviated as DLQI in literature.",PMID:31038470
context_phrase,(?:given to|administered to|completed by) (?:subjects|patients|participants) (?:before and after|pre and post),clinical_assessment_tool,['was given to subjects before and after the procedure'],"This phrase pattern indicates administration of assessment instruments in clinical studies, which is a strong indicator of clinical assessment tool usage.",PMID:31038470
context_phrase,as (?:a )?surrogate (?:for|measurement of) (?:patient satisfaction|quality of life|outcomes),clinical_assessment_tool,"['as surrogate for patient satisfaction', 'as a surrogate measurement of patient satisfaction']","When clinical instruments are described as surrogates for measuring patient outcomes, this indicates validated assessment tool usage.",PMID:31038470
context_phrase,IMPORTANT: Do not add patterns for review articles,general,[],"This is a review article that cites tools from other studies rather than using them experimentally.
Adding patterns based on review articles would increase false positives by capturing tool citations
rather than tool usage. Mining algorithms should focus on primary research papers with experimental
methods sections, not review articles that discuss tools conceptually.
",PMID:29987131
term,SF-36|Short Form.36|Short Form-36,clinical_assessment_tool,"['SF-36 is a QoL survey', 'Short Form (SF)–36 and Skindex']",SF-36 is a widely used validated quality of life questionnaire that appears in many clinical studies,PMID:29987133
term,Skindex,clinical_assessment_tool,['Skindex is an instrument to measure the effect of skin disease on QoL'],Skindex is a validated dermatology-specific quality of life instrument commonly used in skin disease studies,PMID:29987133
context_phrase,(Investigator|Physician) Global Assessment,clinical_assessment_tool,['Investigator Global Assessment or the Physician Global Assessment'],Global assessment scales are standard clinical outcome measures in dermatology trials,PMID:29987133
term,paper frame,clinical_assessment_tool,['The paper frame is a clinician-reported outcome measure'],Paper frames are standardized measurement tools used in dermatology research for lesion counting,PMID:29987133
term,caliper|calipers,clinical_assessment_tool,['A caliper is used to measure lesion size'],Calipers are standard measurement instruments used in clinical assessment of skin lesions,PMID:29987133
term,optical coherence tomography|OCT,clinical_assessment_tool,['optical coherence tomography (OCT)'],OCT is an imaging-based clinical assessment tool used for detailed tissue evaluation,PMID:29987133
term,high-frequency ultrasound|HFUS,clinical_assessment_tool,['high-frequency ultrasound (HFUS)'],HFUS is a specialized imaging tool used for clinical assessment of skin lesions and tumors,PMID:29987133
context_phrase,survey developed by.*working group,clinical_assessment_tool,['survey developed by multidisciplinary experts and patient representatives of the Response Evaluation in Neurofibromatosis and Schwannomatosis (REiNS) cNF Working Group'],Custom survey instruments developed by research groups are valid clinical assessment tools that should be captured,PMID:34230202
context_phrase,online survey.*distributed to,clinical_assessment_tool,['online survey developed by multidisciplinary experts...was distributed to adults with NF1'],Online survey distribution indicates use of a survey instrument as a clinical assessment tool,PMID:34230202
naming_convention,[A-Z][a-zA-Z]+ Working Group Survey,clinical_assessment_tool,['REiNS cNF Working Group Survey'],Working group surveys often represent specialized clinical assessment instruments for specific conditions,PMID:34230202
term,SPSS\s+\d+(\.\d+)?,computational_tool,['SPSS 25'],Statistical software with version numbers should be captured as computational tools,PMID:34646065
context_phrase,analyzed using statistical software \([^)]+\),computational_tool,"['analyzed using statistical software (SPSS 25, IBM Co. Armonk, NY)']",Context phrase indicating statistical software usage with vendor information,PMID:34646065
term,TaqMan\s+[A-Z0-9]+\s+copy-number assays?,genetic_reagent,['TaqMan NF1 copy-number assays'],TaqMan assays are specific genetic reagents that should be captured,PMID:34646065
vendor_indicator,"\(ThermoFisher;\s*[A-Za-z0-9,\s]+\)",genetic_reagent,"['(ThermoFisher; Hs05477010, Hs06413401, Hs05512625, and Hs03960106)']",Vendor information with catalog numbers indicates specific genetic reagents,PMID:34646065
context_phrase,Kaplan[–-]Meier survival curves?,computational_tool,['Kaplan–Meier survival curves'],Specific statistical analysis methods should be captured as computational tools,PMID:34646065
naming_convention,[A-Z]+\d+[A-Z]*\s+immunohistochemistry,antibody,['S100B immunohistochemistry'],Protein markers used in immunohistochemistry likely involve specific antibodies,PMID:34646065
term,antibody.*catalog.*|catalog.*antibody,antibody,"['ATRX antibody (Rabbit polyclonal, 1:200 dilution, catalog# HPA001906 Sigma-Aldrich)', 'monoclonal anti-Cy3/Cy5 antibody (ab52060, Abcam, 1:2500)']",Many antibodies are mentioned with catalog numbers but weren't caught - need patterns that capture antibody + catalog combinations,PMID:31462295
term,PNA probe|peptide nucleic acid probe,genetic_reagent,"['Cy3-labeled peptide nucleic acid (PNA) probe', 'Alexa Fluor-488–labeled PNA probe']",PNA probes are specific genetic reagents that should be captured,PMID:31462295
naming_convention,[A-Z][a-z]+\s+[A-Z][a-z]+\s+v?\d+\.\d+|[A-Z][a-z]+\s+version\s+\d+\.\d+,computational_tool,"['GraphPad Prism version 8.0', 'SAS version 9.4', 'R version 3.3.2', 'bcl2fastq v1.8.4']",Software with version numbers in format 'Software version X.Y' or 'Software vX.Y' should be captured,PMID:31462295
term,Burrows-Wheeler Aligner|BWA|Picard Tools|HaplotypeCaller|GATK,computational_tool,"['Burrows-Wheeler Aligner v0.7.10', 'Picard Tools v1.119', 'HaplotypeCaller (Genome Analysis Tool Kit 3.3)']",Common bioinformatics tools that are frequently used in genomics studies,PMID:31462295
context_phrase,using\s+[A-Z][a-zA-Z\s]+\s+v?\d+\.\d+|performed using\s+[A-Z][a-zA-Z\s]+,computational_tool,"['using the Burrows-Wheeler Aligner v0.7.10', 'performed using GraphPad Prism version 8.0']",Context phrases that indicate software usage with version information,PMID:31462295
vendor_indicator,"\([A-Z][a-zA-Z\s]+,\s+[A-Z][a-zA-Z\s]+,\s+[A-Z]{2}\)",general,"['(Agilent Technologies, Inc., Santa Clara, CA)', '(Life Technologies, Carlsbad, CA)']",Vendor information pattern that often accompanies research tools and reagents,PMID:31462295
term,zebrafish larvae|zebrafish embryos|zebrafish model,animal_model,['zebrafish larvae'],Zebrafish are a common model organism in drug discovery and toxicity testing. The term 'zebrafish larvae' should be captured as an animal model.,PMID:32320652
context_phrase,dynamics-based approach|molecular dynamics|MD simulation,computational_tool,['dynamics-based approach'],Molecular dynamics approaches are computational tools commonly used in drug discovery. These phrases often indicate computational methodology that should be captured.,PMID:32320652
context_phrase,tested in [\w\s]+ cells|activity in [\w\s]+ cells|growth of [\w\s]+ cells,cell_line,"['activity in cancer cells', 'growth of neoplastic cells']","These phrases often indicate cell line usage in biological assays, though specific cell line names would need to be identified from full text.",PMID:32320652
naming_convention,"[A-Z]+[0-9]+ cell line|[A-Z]{2,}[0-9]* cells?|[a-z]+MPNST",cell_line,"['sMPNST cell line', 'cisMPNST cell models', 'NPCIS cell line', 'L929', 'SVECs']",Many cell lines use abbreviated names or specific nomenclature that current patterns miss,PMID:32088262
context_phrase,cell line was.*(?:provided|gift|obtained) from|cells? were.*(?:kindly provided|obtained from),cell_line,"['NPCIS cell line was a gift from Dr. Verena Staedtke', 'L929 was obtained from Dr. Elisa Greggio']",Cell line sourcing phrases reliably indicate research tool usage,PMID:32088262
naming_convention,C57BL/6|B6\.129|[A-Z]+[0-9]*\s+KO|knockout|transgenic mice,animal_model,"['C57BL/6 mice', 'B6.129S2-Trp53tm1Tyj', 'TRAP1 KO', 'NPcis transgenic mice']",Standard mouse strain nomenclature and knockout designations need better coverage,PMID:32088262
vendor_indicator,"(?:Cell Signaling Technology|BD Biosciences|Invitrogen|Santa Cruz|Abcam)\s+[A-Z0-9,-]+",antibody,"['Cell Signaling Technology 17,198', 'BD Biosciences 612,344', 'Invitrogen PA5-114370']",Antibodies with vendor names and catalog numbers are reliable tool indicators,PMID:32088262
term,Trimmomatic|FastQC|HISAT2|Samtools|featureCounts|DESeq2|ImageJ|GraphPad Prism,computational_tool,"['Trimmomatic', 'FastQC', 'HISAT2', 'Samtools', 'featureCounts', 'DESeq2', 'ImageJ', 'GraphPad Prism']",Common bioinformatics and analysis software names should be captured,PMID:32088262
context_phrase,analyzed using|processed with|employing the|using.*software|with.*version,computational_tool,"['analyzed using ImageJ software', 'processed with Trimmomatic', 'employing the FastQC tool']",Software usage context phrases reliably indicate computational tool usage,PMID:32088262
context_phrase,methods rooted in molecular biology such as,general,"['pull-downs, genetic screens, CRISPRi, biochemical assays']","This phrase introduces a list of molecular biology techniques, but in review articles these are often proposed methods rather than actually used tools. Pattern should distinguish between actual usage and methodological suggestions.",PMID:32766157
context_phrase,complementary methods.*such as,general,"['complementary methods rooted in molecular biology such as pull-downs, genetic screens, CRISPRi']",Similar to above - indicates methodological suggestions rather than actual tool usage. Useful for identifying potential tools but requires careful context analysis to avoid false positives in review articles.,PMID:32766157
term,AMBER\d+,computational_tool,['AMBER16'],Pattern to catch AMBER molecular dynamics software with version numbers,PMID:33369425
term,Schrödinger.*suite,computational_tool,['Schrödinger software suite'],Pattern to catch Schrödinger molecular modeling software suite,PMID:33369425
term,VMD.*version\s+[\d\.]+|VMD\s+\(version\s+[\d\.]+\),computational_tool,['VMD (version 1.9.3)'],Pattern to catch VMD molecular visualization software with version,PMID:33369425
term,gromacs.*version\s+[\d\.]+|GROMACS.*version\s+[\d\.]+,computational_tool,['gromacs (version 4.6)'],Pattern to catch GROMACS molecular dynamics software with version,PMID:33369425
term,MATLAB.*version\s+\d+[a-z]?|MATLAB.*\d+[a-z]?,computational_tool,['MATLAB version 2019b'],Pattern to catch MATLAB with version numbers,PMID:33369425
context_phrase,using\s+[A-Z][a-zA-Z]+\s+\(version\s+[\d\.]+\),computational_tool,['using VMD (version 1.9.3)'],Context phrase indicating software usage with version numbers,PMID:33369425
term,ff\d+[A-Z]*\s+force\s+field,computational_tool,['ff99SB force field'],Pattern to catch molecular dynamics force fields,PMID:33369425
context_phrase,performed\s+using\s+[A-Z][a-zA-Z0-9]+|analyzed\s+using\s+[A-Z][a-zA-Z0-9]+,computational_tool,"['performed using the AMBER16 MD engine', 'analyzed using VMD']",Context phrases indicating computational tool usage,PMID:33369425
naming_convention,[A-Z]+\s+Toolbox,computational_tool,['Statistics and Machine Learning Toolbox'],Pattern for MATLAB toolboxes and similar software modules,PMID:33369425
term,"\b[A-Z]{2,}-?[0-9]{1,3}\b",cell_line,"['AGS', 'HGC-27']",Cell line naming convention with capital letters and numbers commonly used in cancer research,PMID:34242740
context_phrase,"cell lines? (?:used in this study )?(?:included?|were) ([A-Z0-9-]+(?:,? (?:and )?[A-Z0-9-]+)*)",cell_line,['GC cell lines used in this study included AGS and HGC-27'],Common phrase structure for introducing cell lines in methods sections,PMID:34242740
context_phrase,(?:using|with|analyzed using|processed using|conducted using) ([A-Za-z0-9\s]+) (?:software|package|tool|program),computational_tool,"['using R (version 4.4.1)', 'analyzed using Flow Jo software', 'using ImageJ software']",Standard phrase pattern for software usage in methods,PMID:34242740
context_phrase,(?:anti-|antibody against) ([A-Za-z0-9γβα-]+) antibody,antibody,['anti-rabbit γ-H2AX antibody'],Standard antibody naming convention with anti- prefix,PMID:34242740
context_phrase,siRNA #?[0-9]+,genetic_reagent,"['TRAP1 siRNA #1', 'TRAP1 siRNA #2']",siRNA constructs with numbering system commonly used in knockdown experiments,PMID:34242740
vendor_indicator,"\([A-Za-z\s]+,\s*[A-Za-z\s]+\)$",general,"['(GenePharma Co., Ltd., Shanghai, China)', '(Beyotime, China)']",Vendor information in parentheses indicates commercial research tools,PMID:34242740
context_phrase,(?:lentiviral|adenoviral|retroviral) (?:vector|construct),genetic_reagent,['lentiviral vector'],Viral vectors commonly used for gene delivery in research,PMID:34242740
