toolName,toolType,_pmid,_doi,_publicationTitle,_year,_confidence,_usageType,nf_specific,completeness_score,priority,strainNomenclature,animalModelGeneticDisorder,animalModelOfManifestation,targetAntigen,hostOrganism,clonality,organ,cellLineGeneticDisorder,cellLineManifestation,cellLineCategory,insertName,vectorType,vectorBackbone,promoter,softwareName,softwareType,softwareVersion,sourceRepository,modelType,derivationSource,cellTypes,organoidType,modelSystemType,patientDiagnosis,hostStrain,tumorType,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,_context,filter_reason
WebQTL,computational_tools,PMID:17216419,10.1007/s10048-006-0078-5,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,,0.85,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,WebQTL,Analysis Software,,,,,,,,,,,,,,,,WebQTL interval mapping was used to determine regions of the genome responsible for variation in Nf1 expression levels,No version and no repository URL (confidence < 0.9 — unidentifiable)
UCSC Genome Browser,computational_tools,PMID:17216419,10.1007/s10048-006-0078-5,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,,0.8,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,UCSC Genome Browser,Web Application,,,,,,,,,,,,,,,,using a blast-like alignment tool (BLAT) search in the UCSC Genome Browser that is linked to GeneNetwork,No version and no repository URL (confidence < 0.9 — unidentifiable)
MX4000 (Stratagene),computational_tools,PMID:17216419,10.1007/s10048-006-0078-5,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,,0.85,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,MX4000 (Stratagene),Analysis Software,,,,,,,,,,,,,,,,"PCR products were analyzed for the number of cycles required to reach the threshold using a quantitative real-time PCR machine, the MX4000 (Stratagene)",No version and no repository URL (confidence < 0.9 — unidentifiable)
"MPlus, version 7.3",computational_tools,PMID:27760236,10.1001/jamapsychiatry.2016.2600,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,,0.85,Experimental Usage,True,1.00,High,,,,,,,,,,,,,,,"MPlus, version 7.3",Analysis Software,7.3,,,,,,,,,,,,,,,"a series of mixture models (MPlus, version 7.3) were used to investigate the presence of latent classes","Software name not in publication title — likely generic usage: MPlus, version 7.3"
"SPSS, version 23",computational_tools,PMID:27760236,10.1001/jamapsychiatry.2016.2600,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,,0.8,Experimental Usage,True,1.00,Medium,,,,,,,,,,,,,,,"SPSS, version 23",Analysis Software,23,,,,,,,,,,,,,,,"Data were analyzed in SPSS, version 23 (IBM Corp)","Software name not in publication title — likely generic usage: SPSS, version 23"
FACScalibur,computational_tools,PMID:18927496,10.4161/cbt.7.12.6942,Suppression of proliferation of two independent NF1 malignant peripheral nerve sheath tumor cell lines by the pan-ErbB inhibitor CI-1033.,,0.85,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,FACScalibur,Analysis Software,,,,,,,,,,,,,,,,"DNA analyses were made with a FACScalibur instrument (BD Biosciences, San Jose, CA)",No version and no repository URL (confidence < 0.9 — unidentifiable)
MODFIT,computational_tools,PMID:18927496,10.4161/cbt.7.12.6942,Suppression of proliferation of two independent NF1 malignant peripheral nerve sheath tumor cell lines by the pan-ErbB inhibitor CI-1033.,,0.9,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,MODFIT,Analysis Software,,,,,,,,,,,,,,,,"Percentages of cells in the G0/G1, S, and G2/M stages of the cell cycle were determined with a DNA histogram-fitting program (MODFIT; Verity Software, Topsham, ME)",Software name not in publication title — likely generic usage: MODFIT
ImageQuant software,computational_tools,PMID:18927496,10.4161/cbt.7.12.6942,Suppression of proliferation of two independent NF1 malignant peripheral nerve sheath tumor cell lines by the pan-ErbB inhibitor CI-1033.,,0.85,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,ImageQuant software,Analysis Software,,,,,,,,,,,,,,,,"ImageQuant software (GE Healthcare, Piscataway, NJ) was used for densitometry and quantification of immunoblot signals",No version and no repository URL (confidence < 0.9 — unidentifiable)
ADOBE Photoshop software,computational_tools,PMID:18927496,10.4161/cbt.7.12.6942,Suppression of proliferation of two independent NF1 malignant peripheral nerve sheath tumor cell lines by the pan-ErbB inhibitor CI-1033.,,0.8,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,ADOBE Photoshop software,Analysis Software,,,,,,,,,,,,,,,,"brightness and contrast levels of scanned immunoblot images were uniformly adjusted using ADOBE Photoshop software (Adobe Systems, San Jose, CA)",No version and no repository URL (confidence < 0.9 — unidentifiable)
GraphPad Prism Version 7.03,computational_tools,PMID:29796169,10.18632/oncotarget.25195,Aberrant ATRX protein expression is associated with poor overall survival in NF1-MPNST.,,0.85,Experimental Usage,True,1.00,High,,,,,,,,,,,,,,,GraphPad Prism Version 7.03,Analysis Software,7.03,,,,,,,,,,,,,,,ATRX protein expression was compared between histology by Fisher's Exact Test using Graphpad Prism Version 7.03.,Generic tool (versioned): GraphPad Prism Version 7.03
SAS version 9.4,computational_tools,PMID:29796169,10.18632/oncotarget.25195,Aberrant ATRX protein expression is associated with poor overall survival in NF1-MPNST.,,0.85,Experimental Usage,True,1.00,High,,,,,,,,,,,,,,,SAS version 9.4,Analysis Software,9.4,,,,,,,,,,,,,,,"Statistical analyses were performed with SAS (version 9.4; SAS Institute, Cary, NC) unless otherwise noted.",Generic tool (versioned): SAS version 9.4
vivaCT40 scanner,computational_tools,PMID:18671844,10.1186/1741-7015-6-21,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,,0.85,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,vivaCT40 scanner,Analysis Software,,,,,,,,,,,,,,,,Methacrylate embedded tibiae were scanned in plastic blocks using a vivaCT40 scanner from ScancoMedical,No version and no repository URL (confidence < 0.9 — unidentifiable)
Scanco evaluation software,computational_tools,PMID:18671844,10.1186/1741-7015-6-21,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,,0.85,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,Scanco evaluation software,Analysis Software,,,,,,,,,,,,,,,,All VOIs were analysed under identical settings with the Scanco evaluation software,No version and no repository URL (confidence < 0.9 — unidentifiable)
Kaplan-Meier method,computational_tools,PMID:18984156,10.1016/j.cell.2008.08.041,Nf1-dependent tumors require a microenvironment containing Nf1+/-- and c-kit-dependent bone marrow.,,0.8,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,Kaplan-Meier method,Analysis Software,,,,,,,,,,,,,,,,Analysis of survival outcomes was performed using the Kaplan-Meier method.,No version and no repository URL (confidence < 0.9 — unidentifiable)
Student's t test,computational_tools,PMID:18984156,10.1016/j.cell.2008.08.041,Nf1-dependent tumors require a microenvironment containing Nf1+/-- and c-kit-dependent bone marrow.,,0.8,Experimental Usage,True,0.67,Medium,,,,,,,,,,,,,,,Student's t test,Analysis Software,,,,,,,,,,,,,,,,"Comparison of the mean size of tumors, differences in cellularity and apoptosis in the experimental groups was performed using Student's t test or analysis of variance.",No version and no repository URL (confidence < 0.9 — unidentifiable)
dLight1.2,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,dLight1.2,Viral,AAV,hSyn,,,,,,,,,,,,,,,,,,pAAV-hSyn-dLight1.2 Addgene Plasmid#: 111068 RRID: Addgene_111068 Gift on Lin Tian; produced by UC Davis Vector Core,Insert does not reference a core NF disease gene: dLight1.2
hChR2(H134R)-EYFP,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,hChR2(H134R)-EYFP,Viral,AAV,hSyn,,,,,,,,,,,,,,,,,,pAAV-hSyn-hChR2(H134R)-EYFP Addgene Plasmid#: 26973 RRID: Addgene_26973 Gift of Karl Deisseroth,Insert does not reference a core NF disease gene: hChR2(H134R)-EYFP
Cre,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,Cre,Viral,AAV9,Th,,,,,,,,,,,,,,,,,,AAV9-Th-PI-Cre-SV40 Addgene Plasmid#: 107788 RRID: Addgene_107788 Addgene viral prep#: 107788-AAV9,Insert does not reference a core NF disease gene: Cre
eNpHR3.0-eYFP,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,eNpHR3.0-eYFP,Viral,AAV-DJ,Ef1α,,,,,,,,,,,,,,,,,,pAAV-DJ-Ef1α-DO-eNpHR3.0-eYFP-WPRE-pA Addgene Plasmid#: 37087 RRID: Addgene_37087 Gift of Bernardo Sabatini,Insert does not reference a core NF disease gene: eNpHR3.0-eYFP
mCherry,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,mCherry,Viral,AAV-DJ,Ef1α,,,,,,,,,,,,,,,,,,pAAV-DJ-Ef1α-DO-mCherry-WPRE-pA Addgene Plasmid#: 37119 RRID: Addgene_37119 Gift of Bernardo Sabatini,Generic reagent (fluorescent label / control / probe): mCherry
tTA,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,tTA,Viral,AAV,ihSyn1,,,,,,,,,,,,,,,,,,pAAV-ihSyn1-tTA-WPRE Addgene Plasmid#: 99120 RRID: Addgene_99120,Insert does not reference a core NF disease gene: tTA
tTA,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,tTA,Viral,AAV,Th,,,,,,,,,,,,,,,,,,pAAV-Th-tTA-WPRE Addgene Plasmid#: 133268 RRID: Addgene_133268,Insert does not reference a core NF disease gene: tTA
mRuby,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,mRuby,Viral,AAV,TRE,,,,,,,,,,,,,,,,,,pAAV-TRE-mRuby-WPRE Addgene Plasmid#: 99114 RRID: Addgene_99114,Generic reagent (fluorescent label / control / probe): mRuby
mTurquoise,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,mTurquoise,Viral,AAV,TRE,,,,,,,,,,,,,,,,,,pAAV-TRE-mTurquoise-WPRE Addgene Plasmid#: 99113 RRID: Addgene_99113,Generic reagent (fluorescent label / control / probe): mTurquoise
GFP,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,GFP,Viral,AAV,Th,,,,,,,,,,,,,,,,,,pAAV-Th-GFP-WPRE Addgene Plasmid#: 99128 RRID: Addgene_99128,Generic reagent (fluorescent label / control / probe): GFP
iCAP-PHP.eB,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,iCAP-PHP.eB,Plasmid,pUCmini,,,,,,,,,,,,,,,,,,,pUCmini-iCAP-PHP.eB Addgene Plasmid#: 103005 RRID: Addgene_103005,Insert does not reference a core NF disease gene: iCAP-PHP.eB
dLight1,genetic_reagents,PMID:31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,dLight1,Viral,,,,,,,,,,,,,,,,,,,,We employed the genetically encoded optical dopamine sensor dLight1 to monitor dopaminergic neurotransmission in the ventral striatum of NF1 mice,Insert does not reference a core NF disease gene: dLight1
DNA extraction kit,genetic_reagents,PMID:32642734,10.1093/noajnl/vdz026,Whole exome sequencing reveals the maintained polyclonal nature from primary to metastatic malignant peripheral nerve sheath tumor in two patients with NF1.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,DNA extraction kit,Other,,,,,,,,,,,,,,,,,,,,Genomic DNA (gDNA) was extracted from blood or frozen tissue using Qiagen DNeasy Blood & Tissue kit (Qiagen Ca#69506),Non-genetic lab reagent/kit/consumable: DNA extraction kit
Human exome capture,genetic_reagents,PMID:32642734,10.1093/noajnl/vdz026,Whole exome sequencing reveals the maintained polyclonal nature from primary to metastatic malignant peripheral nerve sheath tumor in two patients with NF1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,Human exome capture,Other,,,,,,,,,,,,,,,,,,,,"subjected to exome enrichment using SureSelectXT Human All Exon version 5 (Agilent Technologies, Wilmington, DE, catalog# 5190-6210)",Non-genetic lab reagent/kit/consumable: Human exome capture
LacZ,genetic_reagents,PMID:32642734,10.1093/noajnl/vdz026,Whole exome sequencing reveals the maintained polyclonal nature from primary to metastatic malignant peripheral nerve sheath tumor in two patients with NF1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,LacZ,Viral,,,,,,,,,,,,,,,,,,,,Cells were transduced with either lentiviral control shLacZ (Genome Institute at Washington University),Insert does not reference a core NF disease gene: LacZ
Trim23,genetic_reagents,PMID:32642734,10.1093/noajnl/vdz026,Whole exome sequencing reveals the maintained polyclonal nature from primary to metastatic malignant peripheral nerve sheath tumor in two patients with NF1.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,Trim23,Viral,,,,,,,,,,,,,,,,,,,,"separate lentiviral shRNAs targeting Trim23 (Sigma; TRCN0000308323, TRCN0000308321, TRCN0000308320)",Insert does not reference a core NF disease gene: Trim23
Cre,genetic_reagents,PMID:35589737,10.1038/s41467-022-30466-6,Neuronal hyperexcitability drives central and peripheral nervous system tumor progression in models of neurofibromatosis-1.,,0.9,Experimental Usage,False,1.00,Medium,,,,,,,,,,,Cre,Viral,,CMV,,,,,,,,,,,,,,,,,,"DRG-NSCs were isolated from E13.5 embryo DRG/nerve roots, and were infected with Ad-CMV-Cre",Insert does not reference a core NF disease gene: Cre
shCOL1A2,genetic_reagents,PMID:35589737,10.1038/s41467-022-30466-6,Neuronal hyperexcitability drives central and peripheral nervous system tumor progression in models of neurofibromatosis-1.,,0.95,Experimental Usage,False,1.00,Medium,,,,,,,,,,,shCOL1A2,Viral,,,,,,,,,,,,,,,,,,,,Human sh COL1A2 and mouse sh Col1a2 lentiviral particles (TRCN0000090043; TRCN0000090045; TRCN0000335210),Insert does not reference a core NF disease gene: shCOL1A2
TRIzol LS,genetic_reagents,PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,TRIzol LS,Other,,,,,,,,,,,,,,,,,,,,RNA was isolated from fresh blood leukocytes from two normal individuals using TRIzol LS Reagent (Invitrogen) according to the manufacturer's instructions.,Non-genetic lab reagent/kit/consumable: TRIzol LS
SuperScript II,genetic_reagents,PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,,0.85,Experimental Usage,False,1.00,Medium,,,,,,,,,,,SuperScript II,Other,,,,,,,,,,,,,,,,,,,,Total RNA (2 μg) was reverse transcribed using SuperScript II Reverse transcriptase (Invitrogen) and random hexamers (Amersham Biosciences).,Non-genetic lab reagent/kit/consumable: SuperScript II
