pmid,doi,title,journal,year,pmc_id,publication_types
PMID:27326022,10.1136/heartasia-2012-010093,Type 1 neurofibromatosis and pulmonary hypertension: a report of two cases and a review.,Heart Asia,2012,PMC4898659,Journal Article
PMID:22193879,10.1038/eye.2011.336,Orbitofacial neurofibromatosis: clinical characteristics and treatment outcome.,"Eye (London, England)",2012,PMC3325560,Journal Article
PMID:22181328,10.7785/tcrt.2012.500231,Radiosurgery of spinal meningiomas and schwannomas.,Technology in cancer research & treatment,2012,PMC4527413,Journal Article
PMID:22151963,10.1186/1752-1947-5-577,Delineation of the clinical phenotype associated with non-mosaic type-2 NF1 deletions: two case reports.,Journal of medical case reports,2011,PMC3269400,Journal Article
PMID:22132028,10.1007/s11832-010-0293-3,Preliminary experience with the combined use of recombinant bone morphogenetic protein and bisphosphonates in the treatment of congenital pseudarthrosis of the tibia.,Journal of children's orthopaedics,2010,PMC2981713,Journal Article
PMID:22125747,10.5469/neuroint.2011.6.1.34,Intracranial and extracranial fusiform aneurysms in a patient with neurofibromatosis type 1: a case report.,Neurointervention,2011,PMC3214800,Journal Article
PMID:22125493,10.1371/journal.pgen.1002371,The NF1 gene contains hotspots for L1 endonuclease-dependent de novo insertion.,PLoS genetics,2011,PMC3219598,Journal Article
PMID:22096683,10.1016/j.ijscr.2010.12.001,Spinal schwannomatosis in the absence of neurofibromatosis: A very rare condition.,International journal of surgery case reports,2011,PMC3199681,Journal Article
PMID:22084762,10.5402/2011/526454,Malignant peripheral nerve sheath tumors in Africa: a clinicopathological study.,ISRN surgery,2011,PMC3200093,Journal Article
PMID:22040907,10.1186/1756-0500-4-470,Cyclic stretch increases splicing noise rate in cultured human fibroblasts.,BMC research notes,2011,PMC3220655,Journal Article
PMID:25279032,10.5704/MOJ/1111.003,Two-stage surgery for a large cervical dumbbell tumour in neurofibromatosis 1: a case report.,Malaysian orthopaedic journal,2011,PMC4093627,Journal Article
PMID:22018031,10.1186/1752-1947-5-521,Primary adenocarcinoma of the stomach in von Recklinghausen's disease with high serum levels of multiple tumor markers: a case report.,Journal of medical case reports,2011,PMC3212996,Journal Article
PMID:21965854,10.4103/0019-5154.84747,Chronic myeloid leukemia in an adult ghanaian with sporadic neurofibromatosis 1.,Indian journal of dermatology,2011,PMC3179009,Journal Article
PMID:21965842,10.4103/0019-5154.84721,Neurocutaneous syndrome: a prospective study.,Indian journal of dermatology,2011,PMC3178997,Journal Article
PMID:21892375,10.2174/1874440001105010049,Autism and metabolic cytopathy.,The open neuroimaging journal,2011,PMC3162283,Journal Article
PMID:21838856,10.1186/1897-4287-9-6,Clinico-pathological and biomolecular findings in Italian patients with multiple cutaneous neurofibromas.,Hereditary cancer in clinical practice,2011,PMC3199899,Journal Article
PMID:21798887,10.1093/neuonc/nor101,Increased growth rate of vestibular schwannoma after resection of contralateral tumor in neurofibromatosis type 2.,Neuro-oncology,2011,PMC3177662,Journal Article
PMID:21786449,10.3349/ymj.2011.52.5.831,CT evaluation of vocal cord paralysis due to thoracic diseases: a 10-year retrospective study.,Yonsei medical journal,2011,PMC3159943,Journal Article
PMID:21779499,10.1177/1947601911407330,Differential Regulation of RasGAPs in Cancer.,Genes & cancer,2011,PMC3128632,Journal Article
PMID:21761973,10.3171/2011.5.JNS101929,Auditory rehabilitation of patients with neurofibromatosis Type 2 by using cochlear implants.,Journal of neurosurgery,2011,PMC3590004,Journal Article
PMID:21750756,10.4111/kju.2011.52.6.428,Solitary penile neurofibroma with erectile dysfunction.,Korean journal of urology,2011,PMC3123822,Journal Article
PMID:21686274,10.4161/sgtp.1.3.14935,Inhibition of Cdc42-mediated activation of mixed lineage kinase 3 by the tumor suppressor protein merlin.,Small GTPases,2010,PMC3116608,Journal Article
PMID:21682828,10.1111/j.1872-034X.2011.00827.x,Activator protein-2α functions as a master regulator of multiple transcription factors in the mouse liver.,Hepatology research : the official journal of the Japan Society of Hepatology,2011,PMC4139281,Journal Article
PMID:21643503,10.2174/1874440001105010009,Polyradiculopathies from schwannomatosis.,The open neuroimaging journal,2011,PMC3106375,Journal Article
PMID:21629380,10.1007/s11832-010-0253-y,Corpectomy and circumferential spinal fusion in dystrophic neurofibromatous curves.,Journal of children's orthopaedics,2010,PMC2866854,Journal Article
PMID:21569290,10.1186/1752-1947-5-174,Occipital peripheral nerve stimulation in the management of chronic intractable occipital neuralgia in a patient with neurofibromatosis type 1: a case report.,Journal of medical case reports,2011,PMC3103445,Journal Article
PMID:21525187,10.1369/0022155411407340,Different patterns of mast cells distinguish diffuse from encapsulated neurofibromas in patients with neurofibromatosis 1.,The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society,2011,PMC3201189,Journal Article
PMID:21487440,10.1038/ejhg.2011.60,Multiplex ligation-depending probe amplification is not suitable for detection of low-grade mosaicism.,European journal of human genetics : EJHG,2011,PMC3179360,Journal Article
PMID:21484594,10.1007/s11689-010-9059-y,Developmental malformation of the corpus callosum: a review of typical callosal development and examples of developmental disorders with callosal involvement.,Journal of neurodevelopmental disorders,2011,PMC3163989,Journal Article
PMID:21479127,10.7150/jca.2.90,Succinate Dehydrogenase Subunit B (SDHB) Is Expressed in Neurofibromatosis 1-Associated Gastrointestinal Stromal Tumors (Gists): Implications for the SDHB Expression Based Classification of Gists.,Journal of Cancer,2011,PMC3072614,Journal Article
PMID:21439034,10.1186/1750-1172-6-11,Mortality associated with neurofibromatosis type 1: a study based on Italian death certificates (1995-2006).,Orphanet journal of rare diseases,2011,PMC3079598,Journal Article
PMID:21410948,10.1186/1752-1947-5-106,Recurrent spontaneous hip dislocation in a patient with neurofibromatosis type 1: a case report.,Journal of medical case reports,2011,PMC3064649,Journal Article
PMID:21330395,10.3174/ajnr.A2357,Hydrocephalus in patients with neurofibromatosis type 1: MR imaging findings and the outcome of endoscopic third ventriculostomy.,AJNR. American journal of neuroradiology,2011,PMC7965891,Journal Article
PMID:21251322,10.1186/1755-8166-4-3,Evidence-based genomic diagnosis characterized chromosomal and cryptic imbalances in 30 elderly patients with myelodysplastic syndrome and acute myeloid leukemia.,Molecular cytogenetics,2011,PMC3031273,Journal Article
PMID:25083141,10.2217/fnl.10.80,Insights into synaptic function from mouse models of human cognitive disorders.,Future neurology,2011,PMC4114080,Journal Article
PMID:24710210,10.3390/genes2030562,"Aberrant Single Exon Skipping is not Altered by Age in Exons of NF1, RABAC1, AATF or PCGF2 in Human Blood Cells and Fibroblasts.",Genes,2011,PMC3927615,Journal Article
PMID:22451797,10.1055/s-0030-1262945,The puzzling olfactory groove schwannoma: a systematic review.,Skull base : official journal of North American Skull Base Society ... [et al.],2011,PMC3312416,Journal Article
PMID:21173843,10.3410/B2-70,Do PAKs make good drug targets?,F1000 biology reports,2010,PMC2989626,Journal Article
PMID:21153564,10.1007/s11136-010-9806-2,Health-related quality of life in preschool children in five health conditions.,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",2011,PMC3102208,Journal Article
PMID:21078186,10.1186/1755-8166-3-23,Assessing karyotype precision by microarray-based comparative genomic hybridization in the myelodysplastic/myeloproliferative syndromes.,Molecular cytogenetics,2010,PMC3000833,Journal Article
PMID:21063520,10.4103/0019-5154.70678,Borderline lepromatous leprosy with neurofibromatosis.,Indian journal of dermatology,2010,PMC2965914,Journal Article
PMID:20825631,10.1186/1752-1947-4-302,Duodenal gastrointestinal stromal tumor resembling a pancreatic neuroendocrine tumor in a patient with neurofibromatosis type I (von Recklinghausen's disease): a case report.,Journal of medical case reports,2010,PMC2944191,Journal Article
PMID:20606732,,CD44 and p53 immunoexpression patterns in NF1 neoplasms - indicators of malignancy and infiltration.,International journal of clinical and experimental pathology,2010,PMC2897111,Journal Article
PMID:23133285,10.1007/s12262-010-0083-7,Neurofibromas of saphenous nerve mimicking thrombophlebitis.,The Indian journal of surgery,2010,PMC3451866,Journal Article
PMID:20531996,10.4103/0970-2113.56348,Primary carcinoma of the lung in von Recklinghausen neurofibromatosis.,Lung India : official organ of Indian Chest Society,2009,PMC2876699,Journal Article
PMID:28657039,10.1093/ndtplus/sfq039,A rare retroperitoneal schwannoma in a patient with neurofibromatosis Type 2.,NDT plus,2010,PMC5477962,Journal Article
PMID:21949590,10.2478/v10134-010-0025-8,ALTERED CALCIUM CURRENTS AND AXONAL GROWTH IN Nf1 HAPLOINSUFFICIENT MICE.,Translational neuroscience,2010,PMC3178878,Journal Article
PMID:20506026,10.1007/s00586-010-1464-0,Surgical correction of severe dystrophic neurofibromatosis scoliosis: an experience of 32 cases.,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",2010,PMC2989283,Journal Article
PMID:20482823,10.1186/1752-1947-4-140,Successful medical management of emphysematous gastritis with concomitant portal venous air: a case report.,Journal of medical case reports,2010,PMC2881009,Journal Article
PMID:20438631,10.1186/1754-9493-4-7,"Safe performance of spinal anesthesia in a critical patient with neurofibromatosis, pectus carinatum, and temporomandibular joint dysfunction: A case report.",Patient safety in surgery,2010,PMC2904278,Journal Article
PMID:20418991,10.4103/0019-5154.60366,Segmental neurofibromatosis: a report of 3 cases.,Indian journal of dermatology,2010,PMC2856359,Journal Article
PMID:20299428,10.3174/ajnr.A2005,Corpus callosum morphology and microstructure assessed using structural MR imaging and diffusion tensor imaging: initial findings in adults with neurofibromatosis type 1.,AJNR. American journal of neuroradiology,2010,PMC7964187,Journal Article
PMID:20205809,10.1186/1752-1947-4-22,Neurofibromatosis of the nipple-areolar area: a case series.,Journal of medical case reports,2010,PMC2823760,Journal Article
PMID:20205707,10.1186/1752-1947-4-81,Lateral sacral meningocele presenting as a gluteal mass: a case report.,Journal of medical case reports,2010,PMC2845143,Journal Article
PMID:23139572,10.1007/s12663-010-0019-6,Malignant peripheral nerve cell tumour.,Journal of maxillofacial and oral surgery,2010,PMC3453695,Journal Article
PMID:20165684,10.4103/0019-5413.54968,Cervical neurofibromatosis with quadriparesis: Management by fibular strut graft.,Indian journal of orthopaedics,2010,PMC2822428,Journal Article
PMID:20165678,10.4103/0019-5413.58607,Intraspinal anomalies in scoliosis: An MRI analysis of 177 consecutive scoliosis patients.,Indian journal of orthopaedics,2010,PMC2822421,Journal Article
PMID:20165677,10.4103/0019-5413.58606,Spinal loop rectangle and sub laminar wiring as a technique for scoliosis correction.,Indian journal of orthopaedics,2010,PMC2822420,Journal Article
PMID:20054405,10.4137/grsb.s3106,"Evolution and origin of HRS, a protein interacting with Merlin, the Neurofibromatosis 2 gene product.",Gene regulation and systems biology,2009,PMC2796970,Journal Article
PMID:23776354,10.2147/TACG.S7191,"Diagnostic criteria, specific mutations, and genetic predisposition in gastrointestinal stromal tumors.",The application of clinical genetics,2010,PMC3681166,Journal Article
PMID:19946501,10.1186/1757-1626-2-191,Pelvic mass in von Recklinghausen's neurofibromatosis: diagnostic issues: a case report.,Cases journal,2009,PMC2783146,Journal Article
PMID:19852778,10.1186/1477-7800-6-17,c-KIT positive Gastrointestinal Stromal Tumor presenting with acute bleeding in a patient with neurofibromatosis type 1: a case report.,International seminars in surgical oncology : ISSO,2009,PMC2776011,Journal Article
PMID:19830134,10.1186/1752-1947-3-7071,Liposarcoma of the forearm in a man with type 1 neurofibromatosis: a case report.,Journal of medical case reports,2009,PMC2726491,Journal Article
PMID:19829851,10.4076/1757-1627-2-6720,Magnetic resonance findings of neurofibromatosis type 2: a case report.,Cases journal,2009,PMC2740231,Journal Article
PMID:19798517,10.1007/s00586-009-1160-0,Surgical strategies for managing foraminal nerve sheath tumors: the emerging role of CyberKnife ablation.,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",2010,PMC2899818,Journal Article
PMID:19789989,10.1007/s10616-009-9226-8,Liquiritin potentiate neurite outgrowth induced by nerve growth factor in PC12 cells.,Cytotechnology,2009,PMC2780551,Journal Article
PMID:21509295,,Neurofibromatosis with bilateral renal artery stenosis and end stage renal disease: case report.,Sultan Qaboos University medical journal,2009,PMC3074771,Journal Article
