pmid,title,doi,journal,year,source,query_type
PMID:10669747,"Cloning and characterization of SCHIP-1, a novel protein interacting specifically with spliced isoforms and naturally occurring mutant NF2 proteins.",10.1128/MCB.20.5.1699-1712.2000,Molecular and cellular biology,2000,pubmed,bench
PMID:10633134,A search for evidence of somatic mutations in the NF1 gene.,10.1136/jmg.37.1.44,Journal of medical genetics,2000,pubmed,bench
PMID:10627474,Inhibition of juvenile myelomonocytic leukemia cell growth in vitro by farnesyltransferase inhibitors.,,Blood,2000,pubmed,bench
PMID:10625896,Midline and far lateral approaches to foramen magnum lesions.,,Neurology India,1999,pubmed,bench
PMID:10620616,Genetic and biochemical evidence that haploinsufficiency of the Nf1 tumor suppressor gene modulates melanocyte and mast cell fates in vivo.,10.1084/jem.191.1.181,The Journal of experimental medicine,2000,pubmed,bench
PMID:10595919,Expression of p27(kip) and other cell cycle regulators in malignant peripheral nerve sheath tumors and neurofibromas: the emerging role of p27(kip) in malignant transformation of neurofibromas.,10.1016/S0002-9440(10)65508-3,The American journal of pathology,1999,pubmed,bench
PMID:10595915,Deletions of the INK4A gene occur in malignant peripheral nerve sheath tumors but not in neurofibromas.,10.1016/S0002-9440(10)65504-6,The American journal of pathology,1999,pubmed,bench
PMID:10591653,Mouse tumor model for neurofibromatosis type 1.,10.1126/science.286.5447.2176,"Science (New York, N.Y.)",1999,pubmed,bench
PMID:10572231,"[HNPCC syndrome, microsatellite instability and NF1 gene alteration].",,Bulletin du cancer,1999,pubmed,bench
PMID:10567424,Interdomain interaction of merlin isoforms and its influence on intermolecular binding to NHE-RF.,10.1074/jbc.274.48.34438,The Journal of biological chemistry,1999,pubmed,bench
PMID:10517503,Clonal origin of recurrent meningiomas.,10.1111/j.1750-3639.1999.tb00546.x,"Brain pathology (Zurich, Switzerland)",1999,pubmed,bench
PMID:10469340,Aberrant cutaneous expression of the angiogenic factor midkine is associated with neurofibromatosis type-1.,10.1046/j.1523-1747.1999.00699.x,The Journal of investigative dermatology,1999,pubmed,bench
PMID:10433955,Molecular genetic analysis of ependymal tumors. NF2 mutations and chromosome 22q loss occur preferentially in intramedullary spinal ependymomas.,10.1016/S0002-9440(10)65158-9,The American journal of pathology,1999,pubmed,bench
PMID:10383727,"The Nf1 tumor suppressor regulates mouse skin wound healing, fibroblast proliferation, and collagen deposited by fibroblasts.",10.1046/j.1523-1747.1999.00609.x,The Journal of investigative dermatology,1999,pubmed,bench
PMID:10339466,Myeloid malignancies induced by alkylating agents in Nf1 mice.,,Blood,1999,pubmed,bench
PMID:10053020,The duty to recontact: attitudes of genetics service providers.,10.1086/302293,American journal of human genetics,1999,pubmed,bench
PMID:9878702,Region-specific astrogliosis in brains of mice heterozygous for mutations in the neurofibromatosis type 1 (Nf1) tumor suppressor.,10.1016/s0006-8993(98)01133-0,Brain research,1999,pubmed,bench
PMID:9719366,Bony orbital morphology in neurofibromatosis type 1 (NF1).,10.1136/jmg.35.8.628,Journal of medical genetics,1998,pubmed,bench
PMID:9707592,Mutation frequency declines during spermatogenesis in young mice but increases in old mice.,10.1073/pnas.95.17.10015,Proceedings of the National Academy of Sciences of the United States of America,1998,pubmed,bench
PMID:9703963,Merlin differs from moesin in binding to F-actin and in its intra- and intermolecular interactions.,10.1006/bbrc.1998.9009,Biochemical and biophysical research communications,1998,pubmed,bench
PMID:9687500,Structural analysis of the GAP-related domain from neurofibromin and its implications.,10.1093/emboj/17.15.4313,The EMBO journal,1998,pubmed,bench
PMID:9640961,Microsurgical treatment of intramedullary spinal cord tumors.,10.2176/nmc.38.266,Neurologia medico-chirurgica,1998,pubmed,bench
PMID:9607929,Nf1 regulates hematopoietic progenitor cell growth and ras signaling in response to multiple cytokines.,10.1084/jem.187.11.1893,The Journal of experimental medicine,1998,pubmed,bench
PMID:9560242,A role for Pak protein kinases in Schwann cell transformation.,10.1073/pnas.95.9.5139,Proceedings of the National Academy of Sciences of the United States of America,1998,pubmed,bench
PMID:9516485,"Regulation of the neurofibromatosis type 2 tumor suppressor protein, merlin, by adhesion and growth arrest stimuli.",10.1074/jbc.273.13.7757,The Journal of biological chemistry,1998,pubmed,bench
PMID:9504491,Curved reconstruction along the anterior optic pathway.,,AJNR. American journal of neuroradiology,1998,pubmed,bench
PMID:9458162,A rapid and sensitive protocol for competitive reverse transcriptase (cRT) PCR analysis of cellular genes.,10.1111/j.1750-3639.1998.tb00129.x,"Brain pathology (Zurich, Switzerland)",1998,pubmed,bench
PMID:9407121,"Gene characterization, promoter analysis, and chromosomal localization of human bleomycin hydrolase.",10.1074/jbc.272.52.33298,The Journal of biological chemistry,1997,pubmed,bench
PMID:9430655,"NHE-RF, a regulatory cofactor for Na(+)-H+ exchange, is a common interactor for merlin and ERM (MERM) proteins.",10.1074/jbc.273.3.1273,The Journal of biological chemistry,1998,pubmed,bench
PMID:9399891,Molecular analysis of the NF2 tumor-suppressor gene in schwannomatosis.,10.1086/301633,American journal of human genetics,1997,pubmed,bench
PMID:9391890,Misleading linkage results in an NF2 presymptomatic test owing to mosaicism.,10.1136/jmg.34.11.934,Journal of medical genetics,1997,pubmed,bench
PMID:9321761,Uptake of genetic testing for cancer predisposition.,10.1136/jmg.34.9.746,Journal of medical genetics,1997,pubmed,bench
PMID:9222967,Four frameshift mutations in neurofibromatosis type 1 caused by small insertions.,10.1136/jmg.34.7.579,Journal of medical genetics,1997,pubmed,bench
PMID:9258610,Damselfish with neurofibromatosis exhibit cytotoxicity towards retrovirus infected cells.,10.1016/s0145-305x(97)00010-4,Developmental and comparative immunology,1997,pubmed,bench
PMID:9136014,Isolation of mutations in the Drosophila homologues of the human Neurofibromatosis 2 and yeast CDC42 genes using a simple and efficient reverse-genetic method.,10.1093/genetics/146.1.245,Genetics,1997,pubmed,bench
PMID:9161732,Neurofibromatosis 1 and 2.,10.1111/j.1750-3639.1997.tb01067.x,"Brain pathology (Zurich, Switzerland)",1997,pubmed,bench
PMID:9036924,Post-transcriptional regulation of neurofibromin level in cultured human melanocytes in response to growth factors.,10.1111/1523-1747.ep12286456,The Journal of investigative dermatology,1997,pubmed,bench
PMID:9001241,Nf1-deficient mouse Schwann cells are angiogenic and invasive and can be induced to hyperproliferate: reversion of some phenotypes by an inhibitor of farnesyl protein transferase.,10.1128/MCB.17.2.862,Molecular and cellular biology,1997,pubmed,bench
PMID:8982875,Differential tissue-specific expression of neurofibromin isoform mRNAs in rat.,10.1093/oxfordjournals.jbchem.a021498,Journal of biochemistry,1996,pubmed,bench
PMID:8892969,NF1 mRNA isoform expression in PC12 cells: modulation by extrinsic factors.,10.1006/excr.1996.0297,Experimental cell research,1996,pubmed,bench
PMID:8756677,"Sst2, a negative regulator of pheromone signaling in the yeast Saccharomyces cerevisiae: expression, localization, and genetic interaction and physical association with Gpa1 (the G-protein alpha subunit).",10.1128/MCB.16.9.5194,Molecular and cellular biology,1996,pubmed,bench
PMID:8751853,Germ-line mutations in the neurofibromatosis 2 gene: correlations with disease severity and retinal abnormalities.,,American journal of human genetics,1996,pubmed,bench
PMID:8659521,Genotyping of PCR-based polymorphisms and linkage-disequilibrium analysis at the NF1 locus.,,American journal of human genetics,1996,pubmed,bench
PMID:8666669,"Distinct cellular and subcellular patterns of expression imply distinct functions for the Drosophila homologues of moesin and the neurofibromatosis 2 tumor suppressor, merlin.",10.1083/jcb.133.4.843,The Journal of cell biology,1996,pubmed,bench
PMID:8627811,Repression of the NF1 gene by Tax may expain the development of neurofibromas in human T-lymphotropic virus type 1 transgenic mice.,10.1128/JVI.70.5.3280-3285.1996,Journal of virology,1996,pubmed,bench
PMID:8730197,Evolution of high-intensity basal ganglia lesions on T1-weighted MR in neurofibromatosis type 1.,,AJNR. American journal of neuroradiology,1996,pubmed,bench
PMID:8612763,Phosphorylation of neurofibromatosis type 1 gene product (neurofibromin) by cAMP-dependent protein kinase.,10.1016/0014-5793(96)00137-8,FEBS letters,1996,pubmed,bench
PMID:8621451,A naturally occurring T14A11 tract blocks nucleosome formation over the human neurofibromatosis type 1 (NF1)-Alu element.,10.1074/jbc.271.10.5819,The Journal of biological chemistry,1996,pubmed,bench
PMID:8602361,The neurofibromatosis type I messenger RNA undergoes base-modification RNA editing.,10.1093/nar/24.3.478,Nucleic acids research,1996,pubmed,bench
PMID:9078372,Neurocristopathy resembling neurofibromatosis type 1 in an NGF-SV40 transgenic line.,,Genes to cells : devoted to molecular & cellular mechanisms,1996,pubmed,bench
PMID:8825042,Molecular genetics of neurofibromatosis type 1 (NF1).,10.1136/jmg.33.1.2,Journal of medical genetics,1996,pubmed,bench
PMID:8825915,Psychological aspects of von Recklinghausen neurofibromatosis (NF1).,10.1136/jmg.32.12.921,Journal of medical genetics,1995,pubmed,bench
PMID:7499408,"Inhibition of Ras/Raf interaction by anti-oncogenic mutants of neurofibromin, the neurofibromatosis type 1 (NF1) gene product, in cell-free systems.",10.1074/jbc.270.48.28834,The Journal of biological chemistry,1995,pubmed,bench
PMID:8520280,Introducing the Internet.,10.1136/bmj.311.7017.1422,BMJ (Clinical research ed.),1995,pubmed,bench
PMID:8582272,Neurofibromin-deficient fibroblasts fail to form perineurium in vitro.,10.1242/dev.121.11.3583,"Development (Cambridge, England)",1995,pubmed,bench
PMID:7485407,NF2 gene analysis distinguishes hemangiopericytoma from meningioma.,,The American journal of pathology,1995,pubmed,bench
PMID:7485397,Neurofibromatosis type 2 protein co-localizes with elements of the cytoskeleton.,,The American journal of pathology,1995,pubmed,bench
PMID:7474134,Frequent disruption of the Nf1 gene by a novel murine AIDS virus-related provirus in BXH-2 murine myeloid lymphomas.,10.1128/JVI.69.11.7138-7146.1995,Journal of virology,1995,pubmed,bench
PMID:7493911,Low incidence of a nucleotide sequence alteration of the neurofibromatosis 2 gene in human breast cancers.,10.1111/j.1349-7006.1995.tb03003.x,Japanese journal of cancer research : Gann,1995,pubmed,bench
PMID:7671302,Loss of neurofibromin results in neurotrophin-independent survival of embryonic sensory and sympathetic neurons.,10.1016/0092-8674(95)90470-0,Cell,1995,pubmed,bench
PMID:8544190,Characterisation of germline mutations in the neurofibromatosis type 1 (NF1) gene.,10.1136/jmg.32.9.706,Journal of medical genetics,1995,pubmed,bench
PMID:7609078,Retroviral integration at the Evi-2 locus in BXH-2 myeloid leukemia cell lines disrupts Nf1 expression without changes in steady-state Ras-GTP levels.,10.1128/JVI.69.8.5095-5102.1995,Journal of virology,1995,pubmed,bench
PMID:7717450,Analysis of the neurofibromatosis 2 gene reveals molecular variants of meningioma.,,The American journal of pathology,1995,pubmed,bench
PMID:7570581,"Evidence for the presence of two amino-terminal isoforms of neurofibromin, a gene product responsible for neurofibromatosis type 1.",10.1620/tjem.175.225,The Tohoku journal of experimental medicine,1995,pubmed,bench
PMID:17171155,Atypical invasion of the temporal bone in vestibular schwannoma.,10.1055/s-2008-1058948,Skull base surgery,1995,pubmed,bench
PMID:8719681,Retinal changes associated with neurofibromatosis 2.,10.1016/s0002-9394(14)70558-6,Transactions of the American Ophthalmological Society,1995,pubmed,bench
PMID:7996175,Hepatocyte growth factor is a mitogen for Schwann cells and is present in neurofibromas.,10.1523/JNEUROSCI.14-12-07284.1994,The Journal of neuroscience : the official journal of the Society for Neuroscience,1994,pubmed,bench
PMID:7706208,An exon 8-spliced out transcript of neurofibromatosis 2 gene is constitutively expressed in various human tissues.,10.1093/oxfordjournals.jbchem.a124664,Journal of biochemistry,1994,pubmed,bench
PMID:7949098,Genetic analysis is consistent with the hypothesis that NF1 limits myeloid cell growth through p21ras.,,Blood,1994,pubmed,bench
PMID:7977647,Characterization of naturally occurring cutaneous neurofibromatosis in Holstein cattle. A disorder resembling neurofibromatosis type 1 in humans.,,The American journal of pathology,1994,pubmed,bench
PMID:7947096,Loss of heterozygosity on chromosome 22 in ovarian carcinoma is distal to and is not accompanied by mutations in NF2 at 22q12.,10.1038/bjc.1994.418,British journal of cancer,1994,pubmed,bench
PMID:7947085,"Frequency of allele loss of DCC, p53, RBI, WT1, NF1, NM23 and APC/MCC in colorectal cancer assayed by fluorescent multiplex polymerase chain reaction.",10.1038/bjc.1994.404,British journal of cancer,1994,pubmed,bench
PMID:8089100,An anti-Ras function of neurofibromatosis type 2 gene product (NF2/Merlin).,,The Journal of biological chemistry,1994,pubmed,bench
PMID:7985572,Neurofibromatosis type 1: the evolution of deep gray and white matter MR abnormalities.,,AJNR. American journal of neuroradiology,1994,pubmed,bench
PMID:8051082,Cloning and characterization of a novel epidermal cell surface antigen (ESA).,,The Journal of biological chemistry,1994,pubmed,bench
PMID:7959746,DNA sequences in the promoter region of the NF1 gene are highly conserved between human and mouse.,10.1006/geno.1994.1328,Genomics,1994,pubmed,bench
PMID:7911002,Frequent NF2 gene transcript mutations in sporadic meningiomas and vestibular schwannomas.,,American journal of human genetics,1994,pubmed,bench
PMID:8176268,Localization of neurofibromin to keratinocytes and melanocytes in developing rat and human skin.,10.1111/1523-1747.ep12379925,The Journal of investigative dermatology,1994,pubmed,bench
