pmid,title,verdict,reasoning
PMID:41468561,NF1-Specific Growth Charts for Head Circumference Over the First 3 Years of Life.,INCLUDE,NF1-specific growth chart development
PMID:41480763,NF2 loss malignantly transforms human pancreatic acinar cells and enhances cell fitness under environmental stress.,EXCLUDE,Cellular transformation mechanism study
PMID:41496278,Simultaneous reprogramming and gene correction to generate six iPSC lines and isogenic controls from individuals with neurofibromatosis type 1.,INCLUDE,iPSC line generation tool
PMID:41545416,Asthma-mediated control of optic glioma growth via T cell-microglia interactions: A mathematical model.,INCLUDE,Mathematical modeling tool
PMID:41564118,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,INCLUDE,Schwann cell line immortalization
PMID:41582719,Inhibition of Cxcr4 chemokine receptor signaling improves habituation learning in a zebrafish model of Neurofibromatosis.,INCLUDE,Zebrafish NF behavioral model
PMID:41591566,FAP expression as a marker of malignant transformation enabling in vivo characterization in peripheral nerve sheath tumors: a multimodal and translational study.,INCLUDE,FAP expression characterization tool
PMID:41598414,Dermoscopy-Guided High-Frequency Ultrasound Imaging of Subcentimeter Cutaneous and Subcutaneous Neurofibromas in Patients with Neurofibromatosis Type 1.,INCLUDE,Dermoscopy-ultrasound imaging tool
PMID:41602242,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,INCLUDE,Chronic pain assessment tool
PMID:41616055,Inhibition of focal adhesion kinase impairs tumor formation and preserves hearing in a murine model of NF2-related schwannomatosis.,INCLUDE,Murine NF2 schwannomatosis model
PMID:41680443,Proof-of-principle of NF1 gene therapy in plexiform neurofibroma xenograft mouse models.,INCLUDE,Parse error - defaulted to include
PMID:4327710,Complications of mediastinal neural tumours.,INCLUDE,Parse error - defaulted to include
PMID:4371739,Tumours of the nervous system.,INCLUDE,Parse error - defaulted to include
PMID:4604946,Primary mediastinal tumours.,INCLUDE,Parse error - defaulted to include
PMID:4622580,Recent advances in neuroblastoma.,INCLUDE,Parse error - defaulted to include
PMID:5003511,Neurofibromatosis and leprosy.,INCLUDE,Parse error - defaulted to include
PMID:5282620,Electron microscopic observations on structures resembling myxovirus in human sarcomas.,INCLUDE,Parse error - defaulted to include
PMID:6093111,Characterization of nerve growth factor receptor in neural crest tumors using monoclonal antibodies.,INCLUDE,Parse error - defaulted to include
PMID:6139138,Multiple endocrine neoplasia associated with von Recklinghausen's disease.,INCLUDE,Parse error - defaulted to include
PMID:6168641,Effect of interferon in therapy of skin and head and neck tumors.,INCLUDE,Parse error - defaulted to include
PMID:6203987,Neurofibromatosis of von Recklinghausen: a quantitative study of the epidermal keratinocyte and melanocyte populations.,INCLUDE,Parse error - defaulted to include
PMID:6278936,S-100 protein in soft-tissue tumors derived from Schwann cells and melanocytes.,INCLUDE,Parse error - defaulted to include
PMID:6413007,Tumors of the peripheral nervous system.,INCLUDE,Parse error - defaulted to include
PMID:6417334,Linkage analysis of neurofibromatosis (von Recklinghausen disease).,INCLUDE,Parse error - defaulted to include
PMID:6432917,The nature and origin of the melanin macroglobule.,INCLUDE,Parse error - defaulted to include
PMID:6451216,An enzyme activity in normal and ataxia telangiectasia cell lines which is involved in the repair of gamma-irradiation-induced DNA damage.,INCLUDE,Parse error - defaulted to include
PMID:6490532,The effects of mesencephalic neural crest cell extirpation on the development of chicken embryos.,INCLUDE,Parse error - defaulted to include
PMID:6523094,An evaluation of reports of dioxin exposure and soft tissue sarcoma pathology among chemical workers in the United States.,INCLUDE,Parse error - defaulted to include
PMID:666085,Scanning electron microscopy of nerve sheath neoplasms.,INCLUDE,Parse error - defaulted to include
PMID:6810767,Café-au-lait spots in schoolchildren.,INCLUDE,Parse error - defaulted to include
PMID:7426572,Primary optic nerve meningioma.,INCLUDE,Parse error - defaulted to include
PMID:7474134,Frequent disruption of the Nf1 gene by a novel murine AIDS virus-related provirus in BXH-2 murine myeloid lymphomas.,INCLUDE,Parse error - defaulted to include
PMID:7485397,Neurofibromatosis type 2 protein co-localizes with elements of the cytoskeleton.,INCLUDE,Parse error - defaulted to include
PMID:7485407,NF2 gene analysis distinguishes hemangiopericytoma from meningioma.,INCLUDE,Parse error - defaulted to include
PMID:7493911,Low incidence of a nucleotide sequence alteration of the neurofibromatosis 2 gene in human breast cancers.,INCLUDE,Parse error - defaulted to include
PMID:7499408,"Inhibition of Ras/Raf interaction by anti-oncogenic mutants of neurofibromin, the neurofibromatosis type 1 (NF1) gene product, in cell-free systems.",INCLUDE,Parse error - defaulted to include
PMID:7505343,"Modulation of the neurofibromatosis type 1 gene product, neurofibromin, during Schwann cell differentiation.",INCLUDE,Parse error - defaulted to include
PMID:7570581,"Evidence for the presence of two amino-terminal isoforms of neurofibromin, a gene product responsible for neurofibromatosis type 1.",INCLUDE,Parse error - defaulted to include
PMID:7609078,Retroviral integration at the Evi-2 locus in BXH-2 myeloid leukemia cell lines disrupts Nf1 expression without changes in steady-state Ras-GTP levels.,INCLUDE,Parse error - defaulted to include
PMID:7671302,Loss of neurofibromin results in neurotrophin-independent survival of embryonic sensory and sympathetic neurons.,INCLUDE,Parse error - defaulted to include
PMID:7686513,An exon-trapping system with a newly constructed trapping vector pEXT2; its application to the proximal region of the human chromosome 21 long arm.,INCLUDE,Parse error - defaulted to include
PMID:7686619,Multiple dispersed loci produce small cytoplasmic Alu RNA.,INCLUDE,Parse error - defaulted to include
PMID:7706208,An exon 8-spliced out transcript of neurofibromatosis 2 gene is constitutively expressed in various human tissues.,INCLUDE,Parse error - defaulted to include
PMID:7717450,Analysis of the neurofibromatosis 2 gene reveals molecular variants of meningioma.,INCLUDE,Parse error - defaulted to include
PMID:7818486,Activation of Ito cells involves regulation of AP-1 binding proteins and induction of type I collagen gene expression.,INCLUDE,Parse error - defaulted to include
PMID:7903272,An EcoRI RFLP in the 5' region of the human NF1 gene.,INCLUDE,Parse error - defaulted to include
PMID:7911002,Frequent NF2 gene transcript mutations in sporadic meningiomas and vestibular schwannomas.,INCLUDE,Parse error - defaulted to include
PMID:7947085,"Frequency of allele loss of DCC, p53, RBI, WT1, NF1, NM23 and APC/MCC in colorectal cancer assayed by fluorescent multiplex polymerase chain reaction.",INCLUDE,Parse error - defaulted to include
PMID:7947096,Loss of heterozygosity on chromosome 22 in ovarian carcinoma is distal to and is not accompanied by mutations in NF2 at 22q12.,INCLUDE,Parse error - defaulted to include
PMID:7949098,Genetic analysis is consistent with the hypothesis that NF1 limits myeloid cell growth through p21ras.,INCLUDE,Parse error - defaulted to include
PMID:7959746,DNA sequences in the promoter region of the NF1 gene are highly conserved between human and mouse.,INCLUDE,Parse error - defaulted to include
PMID:7977647,Characterization of naturally occurring cutaneous neurofibromatosis in Holstein cattle. A disorder resembling neurofibromatosis type 1 in humans.,INCLUDE,Parse error - defaulted to include
PMID:7985572,Neurofibromatosis type 1: the evolution of deep gray and white matter MR abnormalities.,INCLUDE,Parse error - defaulted to include
PMID:7996175,Hepatocyte growth factor is a mitogen for Schwann cells and is present in neurofibromas.,INCLUDE,Parse error - defaulted to include
PMID:803743,Vascular manifestations of von Recklinghausen's disease.,INCLUDE,Parse error - defaulted to include
PMID:8051082,Cloning and characterization of a novel epidermal cell surface antigen (ESA).,INCLUDE,Parse error - defaulted to include
PMID:8089100,An anti-Ras function of neurofibromatosis type 2 gene product (NF2/Merlin).,INCLUDE,Parse error - defaulted to include
PMID:8105688,Linkage disequilibrium in the neurofibromatosis 1 (NF1) region: implications for gene mapping.,INCLUDE,Parse error - defaulted to include
PMID:8176268,Localization of neurofibromin to keratinocytes and melanocytes in developing rat and human skin.,INCLUDE,Parse error - defaulted to include
PMID:8176761,Modulation of neurofibromatosis type 1 gene expression during in vitro myoblast differentiation.,INCLUDE,Parse error - defaulted to include
PMID:8226742,The GTPase-activating NF1 fragment of 91 amino acids reverses v-Ha-Ras-induced malignant phenotype.,EXCLUDE,"Biochemical mechanism study, no specific research tool"
PMID:8226805,Purification of a novel ras GTPase-activating protein from rat brain.,EXCLUDE,"Protein purification technique, no specific research tool"
PMID:8246952,Effector domain mutations dissociate p21ras effector function and GTPase-activating protein interaction.,EXCLUDE,"Molecular mechanism study, no specific research tool"
PMID:8264632,Neurofibromin can inhibit Ras-dependent growth by a mechanism independent of its GTPase-accelerating function.,EXCLUDE,"Molecular mechanism study, no specific research tool"
PMID:8320697,A genetic study of neurofibromatosis type 1 (NF1) in south-western Ontario. II. A PCR based approach to molecular and prenatal diagnosis using linkage.,INCLUDE,PCR-based molecular diagnostic approach
PMID:8328449,An analysis of variation in expression of neurofibromatosis (NF) type 1 (NF1): evidence for modifying genes.,EXCLUDE,"Genetic variation analysis, no specific research tool"
PMID:8332934,Neurofibromatosis type 1 gene product (neurofibromin) associates with microtubules.,EXCLUDE,"Protein localization study, no specific research tool"
PMID:8335107,Differential contribution of M(r) 120 kDa rasGTPase-activating protein and neurofibromatosis type 1 gene product during the transition from growth phase to arrested state in human fibroblasts accompanied by a unique rasGTPase-activating activity.,EXCLUDE,"Cellular biochemistry study, no specific research tool"
PMID:8341688,Suppression of oncogenic Ras by mutant neurofibromatosis type 1 genes with single amino acid substitutions.,EXCLUDE,"Molecular mechanism study, no specific research tool"
PMID:8417346,"A conserved alternative splice in the von Recklinghausen neurofibromatosis (NF1) gene produces two neurofibromin isoforms, both of which have GTPase-activating protein activity.",INCLUDE,Alternative splice variant analysis using PCR
PMID:8455625,Differential regulation of cellular activities by GTPase-activating protein and NF1.,EXCLUDE,"Cellular signaling mechanism study, no specific research tool"
PMID:8544190,Characterisation of germline mutations in the neurofibromatosis type 1 (NF1) gene.,INCLUDE,Mutation characterization using genetic techniques
PMID:8582272,Neurofibromin-deficient fibroblasts fail to form perineurium in vitro.,INCLUDE,Cell culture model development
PMID:8602361,The neurofibromatosis type I messenger RNA undergoes base-modification RNA editing.,EXCLUDE,"mRNA editing mechanism study, no specific research tool"
PMID:8612763,Phosphorylation of neurofibromatosis type 1 gene product (neurofibromin) by cAMP-dependent protein kinase.,EXCLUDE,"Protein phosphorylation study, no specific research tool"
PMID:8621451,A naturally occurring T14A11 tract blocks nucleosome formation over the human neurofibromatosis type 1 (NF1)-Alu element.,EXCLUDE,"Chromatin organization study, no specific research tool"
PMID:8627811,Repression of the NF1 gene by Tax may expain the development of neurofibromas in human T-lymphotropic virus type 1 transgenic mice.,EXCLUDE,"Transgenic mouse model observation, no tool development"
PMID:8659521,Genotyping of PCR-based polymorphisms and linkage-disequilibrium analysis at the NF1 locus.,INCLUDE,PCR-based polymorphism genotyping
PMID:8666669,"Distinct cellular and subcellular patterns of expression imply distinct functions for the Drosophila homologues of moesin and the neurofibromatosis 2 tumor suppressor, merlin.",EXCLUDE,"Protein expression study, no specific research tool"
PMID:8751853,Germ-line mutations in the neurofibromatosis 2 gene: correlations with disease severity and retinal abnormalities.,EXCLUDE,"Genetic mutation correlation study, no specific research tool"
PMID:8892969,NF1 mRNA isoform expression in PC12 cells: modulation by extrinsic factors.,EXCLUDE,"mRNA isoform expression study, no specific research tool"
