clinicalAssessmentToolId,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,scoringMethod,validatedLanguages,psychometricProperties,administrationTime,availabilityStatus,licensingRequirements,digitalVersion,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
618596b9-3c05-4b6f-b070-b064945f13c6,WIAT-III,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Wechsler Individual Achievement Test– Third Edition (WIAT-III) Word Reading subtest [47]. The WIAT-III is a measure used to assess academic functioning,Academic achievement assessment tool not recognized,,AI validation - Sonnet 4.5,0,0,,
f9834721-2194-4f91-a0f4-b9a5ef95b728,Wechsler Individual Achievement Test-Third Edition,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Wechsler Individual Achievement Test– Third Edition (WIAT-III) Word Reading subtest [47],Full name of academic assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
f3a9ef25-4083-4c8b-b14f-2cdbe1339fb8,KSADS-ADHD,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Schedule for Affective Disorders and Schizophrenia for School-Age Children-Present and Lifetime Version– Attention Deficit/Hyperactivity Disorder module (KSADS-ADHD),Psychiatric assessment interview tool not recognized,,AI validation - Sonnet 4.5,0,0,,
f65c6c16-4211-4087-84eb-d1dd811070b9,Schedule for Affective Disorders and Schizophrenia for School-Age Children,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Schedule for Affective Disorders and Schizophrenia for School-Age Children-Present and Lifetime Version– Attention Deficit/Hyperactivity Disorder module,Full name of psychiatric assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
ef89f21b-94f3-4df0-8402-8f4badc85d78,SCQ,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Social Communication Questionnaire (SCQ) [49]. The SCQ is a caregiver-report questionnaire that examines ASD symptomatology,Autism screening questionnaire not recognized,,AI validation - Sonnet 4.5,0,0,,
76b15b51-941d-423c-90ea-10ca84b86021,Social Communication Questionnaire,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Social Communication Questionnaire (SCQ) [49]. The SCQ is a caregiver-report questionnaire that examines ASD symptomatology,Full name of autism screening tool not captured,,AI validation - Sonnet 4.5,0,0,,
973dd050-d56d-4741-9221-b1e0e466cea1,SSIS-SEL,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Social Skills Improvement System Social-Emotional Learning (SSIS-SEL) [52]. The SSIS-SEL is a caregiver and self-report questionnaire measure examining social-emotional skills,Social skills assessment questionnaire not recognized,,AI validation - Sonnet 4.5,0,0,,
3e2e68bc-63ca-4c8c-a63c-0347a7def51c,Social Skills Improvement System Social-Emotional Learning,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Social Skills Improvement System Social-Emotional Learning (SSIS-SEL) [52]. The SSIS-SEL is a caregiver and self-report questionnaire measure,Full name of social skills assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
a0f2e04a-0fa0-4478-975e-e739a77e0321,SRS-2,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Social Responsiveness Scale– Second Edition (SRS-2) [57]. The SRS-2 is a caregiver-report questionnaire of social impairment and repetitive behavior,Social responsiveness assessment scale not recognized,,AI validation - Sonnet 4.5,0,0,,
9d10e6e7-c57b-4d47-8368-828258976cbc,Social Responsiveness Scale-Second Edition,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Social Responsiveness Scale– Second Edition (SRS-2) [57]. The SRS-2 is a caregiver-report questionnaire of social impairment,Full name of social responsiveness scale not captured,,AI validation - Sonnet 4.5,0,0,,
e29cbf01-1180-4af6-8add-8409acf1a542,FQS,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,"Friendship Qualities Scale (FQS) [58]. The FQS is a self-report questionnaire examining the friendship qualities of companionship, conflict, help, security and closeness",Friendship assessment questionnaire not recognized,,AI validation - Sonnet 4.5,0,0,,
a5215044-1c05-4b33-aebe-7b768125e438,Friendship Qualities Scale,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Friendship Qualities Scale (FQS) [58]. The FQS is a self-report questionnaire examining the friendship qualities,Full name of friendship assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
10c5f200-05fd-4139-bbd5-3250522fc0c0,QSQ,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Quality of Socialization Questionnaire (QSQ) [59]. The QSQ is a caregiver and self-report questionnaire to gather information about the adolescent's get-togethers with peers,Socialization assessment questionnaire not recognized,,AI validation - Sonnet 4.5,0,0,,
b43424fa-f708-4db9-889b-6f75f05ef766,Quality of Socialization Questionnaire,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Quality of Socialization Questionnaire (QSQ) [59]. The QSQ is a caregiver and self-report questionnaire to gather information,Full name of socialization assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
c238b395-0176-497b-bdfb-3d2525602565,TASSK,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Test of Adolescent Social Skills Knowledge (TASSK) [33]. The TASSK is a self-report 30-item questionnaire that measures knowledge of specific social skills,Social skills knowledge assessment tool not recognized,,AI validation - Sonnet 4.5,0,0,,
9293c699-52ac-4129-ba27-0c57edf1e497,Test of Adolescent Social Skills Knowledge,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Test of Adolescent Social Skills Knowledge (TASSK) [33]. The TASSK is a self-report 30-item questionnaire that measures knowledge,Full name of social skills knowledge test not captured,,AI validation - Sonnet 4.5,0,0,,
8216fd65-c9f3-49e9-83ac-5735cc336652,PEERS,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.9,The PEERS® intervention was administered by certified PEERS® providers when possible or by well-trained graduate students,PEERS intervention protocol/curriculum is a structured clinical intervention tool,,AI validation - Sonnet 4.5,0,0,,
dfdba040-2d87-4833-8bef-5e1370e86f31,Skindex,,,,,,,,,,,,PMID:39196570,,Cutaneous Neurofibromas and Quality of Life in Adults With Neurofibromatosis Type 1,abstract,0.95,"MAIN OUTCOMES AND MEASURES: Total Skindex scores and subdomain scores (symptoms, emotion, function, pain, and itch).","The mining patterns may not have recognized 'Skindex' as a clinical assessment tool, or may have missed it due to lack of explicit keywords like 'questionnaire' or 'scale'",,AI validation - Sonnet 4.5,0,0,,
7339deef-9204-43b2-a8e4-a40dab3cddd3,cNF-Skindex,,,,,,,,,,,,PMID:37149083,,cNF-Skindex in Adults Living with Neurofibromatosis 1: Severity Strata in France and Validation in United States Adults.,abstract,0.98,"The cNF-Skindex, validated in a French population, specifically assesses the cNF-related QOL...we validated the score and the strata in a United States population",This is the primary clinical assessment tool being validated in the study - should have been detected as a quality of life questionnaire,,AI validation - Sonnet 4.5,0,0,,
2ca8c7c0-83f2-43e2-a5a7-e723789de3c8,EQ-5D-5L,,,,,,,,,,,,PMID:37149083,,cNF-Skindex in Adults Living with Neurofibromatosis 1: Severity Strata in France and Validation in United States Adults.,methods,0.95,The EQ-5D-5L and SF-36 were used to evaluate convergent validity...The EQ-5D-5L is a brief and generic health status measure that comprises five dimensions,Well-known validated health status questionnaire used for convergent validity - should be detected as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
4dc57b7c-7ee5-4ecc-ad8e-a8f63cc4cc08,SF-36,,,,,,,,,,,,PMID:37149083,,cNF-Skindex in Adults Living with Neurofibromatosis 1: Severity Strata in France and Validation in United States Adults.,methods,0.95,The EQ-5D-5L and SF-36 were used to evaluate convergent validity...The 36-item Short Form Survey (SF-36) is a generic health-related QoL measure,Widely used validated quality of life questionnaire - should be detected as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
feaeccf2-cbce-4b1a-8248-e8dbaecab1f4,Life Events Checklist (LEC),,,,,,,,,,,,PMID:39858077,,A Mixed Methods Study of Medication Adherence in Adults with Neurofibromatosis Type 1 (NF1) on a Clinical Trial of Selumetinib.,methods,0.95,"Participants completed the Life Events Checklist, adapted from Elliott-DeSorbo et al. [ 30 ], to document stressful events in the past three months. The score is the number of stressful events endorsed (range 0–22).",Specific validated questionnaire name with scoring range - should have been detected as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
9cd4eaa5-c2ba-4320-919e-c24b792e8c37,Rating of Overall Stress Scale (ROSS),,,,,,,,,,,,PMID:39858077,,A Mixed Methods Study of Medication Adherence in Adults with Neurofibromatosis Type 1 (NF1) on a Clinical Trial of Selumetinib.,methods,0.9,Participants rated their stress in the past month from 0 (not stressed) to 10 (very stressed). This measure was adapted from Leidy et al. [ 31 ].,Named stress assessment scale with clear scoring system - should have been detected,,AI validation - Sonnet 4.5,0,0,,
a6e1a495-0c74-4427-9729-8c726ad3ad8d,PROMIS depression,,,,,,,,,,,,PMID:39858077,,A Mixed Methods Study of Medication Adherence in Adults with Neurofibromatosis Type 1 (NF1) on a Clinical Trial of Selumetinib.,methods,0.95,"The following PROMIS self-report short forms were administered: depression (8 items) [ 32 ], pain interference (6 items) [ 33 ], and cognitive function (8 items) [ 34 ].",PROMIS is a well-known validated patient-reported outcome measure system,,AI validation - Sonnet 4.5,0,0,,
103ac3c0-9030-4b35-8098-c0566cd64d1d,PROMIS pain interference,,,,,,,,,,,,PMID:39858077,,A Mixed Methods Study of Medication Adherence in Adults with Neurofibromatosis Type 1 (NF1) on a Clinical Trial of Selumetinib.,methods,0.95,"The following PROMIS self-report short forms were administered: depression (8 items) [ 32 ], pain interference (6 items) [ 33 ], and cognitive function (8 items) [ 34 ].",PROMIS pain interference is a validated clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
cd64dd98-e8f8-48f0-9b9c-909e9624d9c2,PROMIS cognitive function,,,,,,,,,,,,PMID:39858077,,A Mixed Methods Study of Medication Adherence in Adults with Neurofibromatosis Type 1 (NF1) on a Clinical Trial of Selumetinib.,methods,0.95,"The following PROMIS self-report short forms were administered: depression (8 items) [ 32 ], pain interference (6 items) [ 33 ], and cognitive function (8 items) [ 34 ].",PROMIS cognitive function is a validated clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
64c3b232-6a7e-4613-a65a-837e8d4f3a68,Barriers to Adherence Questionnaire,,,,,,,,,,,,PMID:39858077,,A Mixed Methods Study of Medication Adherence in Adults with Neurofibromatosis Type 1 (NF1) on a Clinical Trial of Selumetinib.,methods,0.85,The barriers to adherence measure was created by the study team; participants were asked to think of times they missed a dose of their study drug in the past month and marked which of 16 possible reasons caused them to miss a dose.,Custom questionnaire developed for adherence assessment - valid clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
8b5c814f-8230-4bf5-9596-19dfffecce24,MEMS™ (Medication Events Monitoring System),,,,,,,,,,,,PMID:39858077,,A Mixed Methods Study of Medication Adherence in Adults with Neurofibromatosis Type 1 (NF1) on a Clinical Trial of Selumetinib.,methods,0.9,"Participants' study drug bottles were fitted with a MEMS™ cap at baseline. Having been given instructions to take the drug 12 h apart, adherence was defined as opening the bottle 11–13 h since their last dose.",Technology-based medication adherence monitoring system - clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
