pmid,title,doi,journal,year,query_type,source
PMID:40025071,Discoidin domain receptor inhibitor DDR1-IN-1 induces autophagy and necroptotic cell death in malignant peripheral nerve sheath tumor.,10.1038/s41420-025-02367-2,Cell death discovery,2025.0,bench,pubmed
PMID:40025578,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,10.1186/s40478-025-01965-6,Acta neuropathologica communications,2025.0,bench,pubmed
PMID:40034205,The evolving landscape of NF gene therapy: Hurdles and opportunities.,10.1016/j.omtn.2025.102475,Molecular therapy. Nucleic acids,2025.0,bench,pubmed
PMID:40043523,Intracytoplasmic accumulation of keratan sulfate is a hallmark of granular cell tumor.,10.1016/j.prp.2025.155892,"Pathology, research and practice",2025.0,bench,pubmed
PMID:40063513,DLK1 Distinguishes Subsets of NF1-Associated Malignant Peripheral Nerve Sheath Tumors with Divergent Molecular Signatures.,10.1158/1078-0432.CCR-24-3029,Clinical cancer research : an official journal of the American Association for Cancer Research,2025.0,bench,pubmed
PMID:40075752,Granulocyte-Macrophage Colony Stimulating Factor Receptor Contributes to Plexiform Neurofibroma Initiation.,10.3390/cancers17050905,Cancers,2025.0,bench,pubmed
PMID:40087579,Disrupted visual attention relates to cognitive development in infants with Neurofibromatosis Type 1.,10.1186/s11689-025-09599-4,Journal of neurodevelopmental disorders,2025.0,bench,pubmed
PMID:40128216,The CoREST complex is a therapeutic vulnerability in malignant peripheral nerve sheath tumors.,10.1038/s41598-025-94517-w,Scientific reports,2025.0,bench,pubmed
PMID:40134850,Emerging mechanism and therapeutic potential of neurofibromatosis type 1-related nerve system tumor: Advancing insights into tumor development.,10.1093/noajnl/vdaf040,Neuro-oncology advances,2025.0,bench,pubmed
PMID:40139495,Malignant Peripheral Nerve Sheath Tumors in Children and Adolescents: A Population-Based Study.,10.1016/j.wneu.2025.123934,World neurosurgery,2025.0,clinical,pubmed
PMID:40140675,Spatial mapping of immune cell environments in NF2-related schwannomatosis vestibular schwannoma.,10.1038/s41467-025-57586-z,Nature communications,2025.0,bench,pubmed
PMID:40168468,Molecular Evidence Supporting MEK Inhibitor Therapy in NF1 Pseudarthrosis.,10.2106/JBJS.24.01007,The Journal of bone and joint surgery. American volume,2025.0,bench,pubmed
PMID:40169570,A genotype-first approach identifies high incidence of NF1 pathogenic variants with distinct disease associations.,10.1038/s41467-025-57077-1,Nature communications,2025.0,bench,pubmed
PMID:40172801,From benign neurofibromas to malignant peripheral nerve sheath tumors (MPNST): a gaming among multiple factors.,10.1007/s13402-025-01054-9,"Cellular oncology (Dordrecht, Netherlands)",2025.0,bench,pubmed
PMID:40188079,"Interactions among Merlin, Arkadia, and SKOR2 mediate NF2-associated human Schwann cell proliferation.",10.1186/s13287-025-04281-x,Stem cell research & therapy,2025.0,bench,pubmed
PMID:40191916,"The draft genome of the Wisconsin Miniature SwineTM, a valuable biomedical research tool.",10.1093/g3journal/jkaf067,"G3 (Bethesda, Md.)",2025.0,bench,pubmed
PMID:40192953,Clinical Actionability of Molecular Targets in Multi-Ethnic Breast Cancer Patients: A Retrospective Single-Institutional Study.,10.1007/s40291-025-00777-7,Molecular diagnosis & therapy,2025.0,clinical,pubmed
PMID:40214469,Galectin-1 Inhibition as a Strategy for Malignant Peripheral Nerve Sheath Tumor Treatment.,10.3390/cells14070515,Cells,2025.0,bench,pubmed
PMID:40217315,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,10.1186/s13073-025-01462-4,Genome medicine,2025.0,bench,pubmed
PMID:40225101,Small Intestinal Neurofibroma With Atypical 17q11.2 Microdeletions: A Rare Cause of Abdominal Distension.,10.1002/jgh3.70138,JGH open : an open access journal of gastroenterology and hepatology,2025.0,clinical,pubmed
PMID:40225167,Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome.,10.1155/2023/9628049,Human mutation,2023.0,bench,pubmed
PMID:40235035,Lifelong Management of Neurofibromatosis 1 Patients.,10.3340/jkns.2025.0057,Journal of Korean Neurosurgical Society,2025.0,clinical,pubmed
PMID:40237330,Unveiling the complexity of neurofibromatosis type 1: Innovations in genetic understanding and clinical management. A narrative review.,10.5507/bp.2025.011,"Biomedical papers of the Medical Faculty of the University Palacky, Olomouc, Czechoslovakia",2025.0,clinical,pubmed
PMID:40242369,Novel Risk Factors for Uveal Melanoma in Adolescent and Young Adult Patients: A Comprehensive Case-Control Analysis.,10.1016/j.xops.2024.100687,Ophthalmology science,2025.0,clinical,pubmed
PMID:40279245,Loss of neurofibromin induces inflammatory macrophage phenotypic switch and retinal neovascularization via GLUT1 activation.,10.1016/j.celrep.2025.115625,Cell reports,2025.0,bench,pubmed
PMID:40299482,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,10.3390/biomedicines13040907,Biomedicines,2025.0,clinical,pubmed
PMID:40304934,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,10.1186/s41687-025-00877-2,Journal of patient-reported outcomes,2025.0,clinical,pubmed
PMID:40322210,Advanced Metastatic Malignant Triton Tumor in Neurofibromatosis Type 1: A Case Report and Management Challenges.,10.21873/cdp.10454,Cancer diagnosis & prognosis,2025.0,clinical,pubmed
PMID:40342626,Clinical characterization of neuropathic pain and small fiber impairment in neurofibromatosis.,10.1097/PR9.0000000000001285,Pain reports,2025.0,clinical,pubmed
PMID:40348863,Multidisciplinary collaborative treatment of a giant malignant peripheral nerve sheath tumor on the top of the head: a case report.,10.1007/s12672-025-02554-8,Discover oncology,2025.0,clinical,pubmed
PMID:40352015,Development of a Machine Learning Algorithm for the Prediction of WHO Grade 1 Meningioma Recurrence.,10.7759/cureus.82033,Cureus,2025.0,bench,pubmed
PMID:40357806,Dentofacial Malocclusion in Neurofibromatosis 1 in Finland.,10.1002/ajmg.a.64110,American journal of medical genetics. Part A,2025.0,"bench,clinical",pubmed
PMID:40361331,Predictors in Optic Pathway Gliomas in Neurofibromatosis Type 1: A Single Center Study.,10.3390/cancers17091404,Cancers,2025.0,bench,pubmed
PMID:40362579,Molecular Dynamics Simulations of the SPRED2,10.3390/ijms26094342,International journal of molecular sciences,2025.0,bench,pubmed
PMID:40364967,Transorbital approach for a Meckel's cave hybrid benign tumor: operative video and technical nuances.,10.3171/2025.1.FOCVID24164,Neurosurgical focus: Video,2025.0,bench,pubmed
PMID:40380173,Three-column osteotomy versus Halo-gravity traction combined with posterior column osteotomy in the treatment of dystrophic neurofibromatosis type 1 kyphoscoliosis: a retrospective comparative cohort study.,10.1186/s13018-025-05842-9,Journal of orthopaedic surgery and research,2025.0,clinical,pubmed
PMID:40393479,Neurofibromatosis Type 1 : A General Review.,10.3340/jkns.2025.0073,Journal of Korean Neurosurgical Society,2025.0,clinical,pubmed
PMID:40394150,Mass spectrometric insights into the protein composition of human cutaneous neurofibromas: comparison of neurofibromas with the overlying skin.,10.1038/s41416-025-03055-9,British journal of cancer,2025.0,"bench,clinical",pubmed
PMID:40406628,Nipple-Areolar Complex Neurotization Following Nipple-sparing Mastectomy and Breast Reconstruction for Solitary Breast Neurofibroma.,10.1097/GOX.0000000000006814,Plastic and reconstructive surgery. Global open,2025.0,clinical,pubmed
PMID:40408317,"Chronic Pain in Neurofibromatosis 1, Neurofibromatosis 2, and Schwannomatosis: A Review on Epidemiology, Pathophysiology, Symptomatology and Treatment.",,Pain physician,2025.0,clinical,pubmed
PMID:40419758,Mirdametinib: First Approval.,10.1007/s40265-025-02190-0,Drugs,2025.0,bench,pubmed
PMID:40428382,The Role of Artificial Intelligence in Identifying ,10.3390/genes16050560,Genes,2025.0,bench,pubmed
PMID:40437318,Quantitative MRI of dorsal root ganglion alterations in neurofibromatosis type 1 patients with or without pain.,10.1186/s41747-025-00594-x,European radiology experimental,2025.0,clinical,pubmed
PMID:40459753,"Irritability in children with RASopathies, insights into emotional dysregulation and social impairment.",10.1007/s00787-025-02767-w,European child & adolescent psychiatry,2025.0,clinical,pubmed
PMID:40460210,Development of two different eco-friendly label-free platforms for analysis of selumetinib.,10.2478/acph-2025-0013,"Acta pharmaceutica (Zagreb, Croatia)",2025.0,bench,pubmed
PMID:40471421,Psychosocial functioning and determinants of the health-related quality of life in children with neurofibromatosis type 1 and cognitive impairments.,10.1007/s11060-025-05024-x,Journal of neuro-oncology,2025.0,clinical,pubmed
PMID:40481533,"The association of body image with quality of life, psychological assistance and social support in neurofibromatosis type 1 patients: a cross-sectional study.",10.1186/s13023-025-03729-w,Orphanet journal of rare diseases,2025.0,clinical,pubmed
PMID:40507334,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,10.3390/cancers17111852,Cancers,2025.0,bench,pubmed
PMID:40518121,RASopathies. Part I: Genetics and therapeutic considerations.,10.1016/j.jaad.2025.05.1455,Journal of the American Academy of Dermatology,2025.0,bench,pubmed
PMID:40523834,Breast cancer germline multigene panel testing in mainstream oncology based on clinical-public health utility: ESMO Precision Oncology Working Group recommendations.,10.1016/j.annonc.2025.04.012,Annals of oncology : official journal of the European Society for Medical Oncology,2025.0,clinical,pubmed
PMID:40529476,Using Durometers to Quantify Stiffness as an Outcome Measure for Cutaneous Neurofibroma in Neurofibromatosis Type 1.,10.1016/j.xjidi.2025.100380,JID innovations : skin science from molecules to population health,2025.0,"bench,clinical",pubmed
PMID:40532825,RASopathies. Part II: Cutaneous and extracutaneous manifestations.,10.1016/j.jaad.2025.01.106,Journal of the American Academy of Dermatology,2025.0,bench,pubmed
PMID:40540562,TGFβ-dependent signaling drives tumor growth and aberrant extracellular matrix dynamics in NF1-associated plexiform neurofibroma.,10.1126/sciadv.adu0772,Science advances,2025.0,bench,pubmed
PMID:40563570,The RXR Agonist MSU-42011 Reduces Tumor Burden in a Murine Preclinical NF1-Deficient Model.,10.3390/cancers17121920,Cancers,2025.0,bench,pubmed
PMID:40567456,Non-invasive brain stimulation reorganises effective connectivity during a working memory task in individuals with Neurofibromatosis Type 1.,10.1016/j.ynirp.2025.100258,Neuroimage. Reports,2025.0,bench,pubmed
PMID:40587782,"A transcriptomic, proteomic, and functional genetic atlas dissects neurofibromin function in the peripheral nervous system.",10.1073/pnas.2506823122,Proceedings of the National Academy of Sciences of the United States of America,2025.0,bench,pubmed
PMID:40590220,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,10.1172/JCI188932,The Journal of clinical investigation,2025.0,bench,pubmed
PMID:40608210,Enhancing care coordination for neurofibromatosis type 1 in primary care: insights and applications for rare diseases.,10.1007/s12687-025-00811-5,Journal of community genetics,2025.0,bench,pubmed
PMID:40608383,The Combined Use of Acute Regional and Interventional Pain Offers Superior Quality of Life in Palliative Care.,,Pain medicine case reports,2024.0,clinical,pubmed
PMID:40617948,Unraveling novel variants in the NF1 gene and investigating potential therapeutic strategies.,10.1038/s41598-025-07318-6,Scientific reports,2025.0,bench,pubmed
PMID:40620751,[Long-Term Pulmonary Function after Combined Anteroposterior Spinal Fusion for Scoliosis in Neurofibromatosis Type 1 and Marfan Syndrome at a Mean Follow-Up of 13 Years].,10.1055/s-0045-1809526,Revista brasileira de ortopedia,2025.0,clinical,pubmed
PMID:40620752,Long-Term Pulmonary Function after Combined Anteroposterior Spinal Fusion for Scoliosis in Neurofibromatosis Type 1 and Marfan Syndrome at a Mean Follow-Up of 13 Years.,10.1055/s-0045-1809340,Revista brasileira de ortopedia,2025.0,clinical,pubmed
PMID:40649916,Skin Signals: Exploring the Intersection of Cancer Predisposition Syndromes and Dermatological Manifestations.,10.3390/ijms26136140,International journal of molecular sciences,2025.0,bench,pubmed
PMID:40653509,Rare variants modulating phenotype in NF1 carriers.,10.1038/s41598-025-09751-z,Scientific reports,2025.0,bench,pubmed
PMID:40684195,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,10.1186/s40478-025-02075-z,Acta neuropathologica communications,2025.0,"bench,clinical",pubmed
PMID:40692699,Knowledge and attitudes about rare genetic diseases among practitioners of oral medicine/pathology in Brazil: a cross-sectional study.,10.3389/froh.2025.1573355,Frontiers in oral health,2025.0,bench,pubmed
PMID:40707701,Pyrimidine addiction: an Achilles' heel of NF2-altered mesothelioma.,10.1038/s44321-025-00276-6,EMBO molecular medicine,2025.0,bench,pubmed
PMID:40713507,Distinct early development trajectories in Nf1,10.1186/s11689-025-09624-6,Journal of neurodevelopmental disorders,2025.0,bench,pubmed
PMID:40723243,The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas.,10.3390/cancers17142359,Cancers,2025.0,bench,pubmed
PMID:40724874,Preclinical Evaluation of Repurposed Antimalarial Artemisinins for the Treatment of Malignant Peripheral Nerve Sheath Tumors.,10.3390/ijms26146628,International journal of molecular sciences,2025.0,bench,pubmed
PMID:40737523,Clinician Perspectives of a Magnetic Resonance Imaging-Based 3D Volumetric Analysis Tool for Neurofibromatosis Type 2-Related Schwannomatosis: Qualitative Pilot Study.,10.2196/71728,JMIR human factors,2025.0,clinical,pubmed
PMID:40741214,"Accounting for Biological Sex and Gender Identity in the Pathogenesis, Artistic Depictions, and Quality of Life in Neurofibromatosis Type 1.",10.1016/j.xjidi.2025.100393,JID innovations : skin science from molecules to population health,2025.0,clinical,pubmed
PMID:40756144,Molecular Basis of Fracture Pseudarthrosis Associated with Neurofibromatosis Type 1.,10.1016/j.jposna.2025.100202,Journal of the Pediatric Orthopaedic Society of North America,2025.0,bench,pubmed
PMID:40764996,"From genes to therapy: navigating the complex landscape of neurofibromatosis management in Canada through advanced diagnostic, targeted therapies, and holistic care.",10.1186/s13023-025-03793-2,Orphanet journal of rare diseases,2025.0,"bench,clinical",pubmed
